sku,is_combo,combo_box_count,net_weight_lbs,gross_weight_lbs,child_combo,assembled_length_in,assembled_width_in,assembled_height_in,package_length_in,package_width_in,package_height_in,page_price,page_shipping,giga_url,status,notes
W714P541747,False,1,46.0,53.0,,35.00,32.00,36.00,33.00,30.00,10.00,116.1,38.41,https://www.gigab2b.com/product/W714P541747,collected,
W714P541781,False,1,38.0,44.0,,29.00,32.00,36.00,30.00,30.00,9.00,93.74,35.87,https://www.gigab2b.com/product/W714P541781,collected,
W714S02078,True,2,92.0,106.0,W714P541740*1 | W714P541748*1,69.2,35.8,34.6,33.0,30.0,10.0,232.2,76.82,https://www.gigab2b.com/product/W714S02078,collected,"assembled_from_vl,package_from_children"
W714S02079,True,3,114.0,134.0,W714P541740*1 | W714P541748*1 | W714P541835*1,69.2,57.4,35.8,33.0,30.0,10.0,302.72,96.2,https://www.gigab2b.com/product/W714S02079,collected,"assembled_from_vl,package_from_children"
W714S02151,True,4,136.0,162.0,W714P541740*1 | W714P541748*1 | W714P541835*2,69.2,57.4,35.8,33.0,30.0,10.0,373.24,148.56,https://www.gigab2b.com/product/W714S02151,collected,"assembled_from_vl,package_from_children"
W714S02081,True,3,130.0,150.0,W714P541740*1 | W714P541784*1 | W714P541748*1,98,35.8,31.5,33.0,30.0,10.0,325.94,112.69,https://www.gigab2b.com/product/W714S02081,collected,"assembled_from_vl,package_from_children"
W714S02082,True,4,152.0,178.0,W714P541740*1 | W714P541784*1 | W714P541748*1 | W714P541835*1,98,35.8,34.6,33.0,30.0,10.0,396.46,132.07,https://www.gigab2b.com/product/W714S02082,collected,"assembled_from_vl,package_from_children"
W714P541740,False,1,46.0,53.0,,35.00,32.00,36.00,33.00,30.00,10.00,116.1,38.41,https://www.gigab2b.com/product/W714P541740,collected,
W714P541748,False,1,46.0,53.0,,35.00,32.00,36.00,33.00,30.00,10.00,116.1,38.41,https://www.gigab2b.com/product/W714P541748,collected,
W714P541784,False,1,38.0,44.0,,29.00,32.00,36.00,30.00,30.00,9.00,93.74,35.87,https://www.gigab2b.com/product/W714P541784,collected,
W714P541835,False,1,22.0,28.0,,35.00,22.00,19.00,33.00,23.00,8.00,70.52,19.38,https://www.gigab2b.com/product/W714P541835,collected,
